255.226, 129.702, 8.322, 10.679 False
255.088, 129.698, 8.322, 10.696 False
254.949, 129.694, 8.322, 10.713 False
254.810, 129.691, 8.322, 10.730 False
254.672, 129.687, 8.322, 10.747 False
254.533, 129.684, 8.322, 10.764 False
254.394, 129.680, 8.322, 10.781 False
254.256, 129.677, 8.322, 10.798 False
254.117, 129.673, 8.322, 10.815 False
253.978, 129.670, 8.322, 10.832 False
253.840, 129.667, 8.322, 10.849 False
253.701, 129.664, 8.322, 10.866 False
253.562, 129.660, 8.322, 10.883 False
253.424, 129.657, 8.322, 10.900 False
253.285, 129.654, 8.322, 10.917 False
253.146, 129.651, 8.322, 10.934 False
253.008, 129.648, 8.322, 10.951 False
252.869, 129.645, 8.322, 10.968 False
252.730, 129.642, 8.322, 10.985 False
252.592, 129.640, 8.322, 11.002 False
252.453, 129.637, 8.322, 11.019 False
252.314, 129.634, 8.322, 11.036 False
252.176, 129.631, 8.322, 11.053 False
252.037, 129.629, 8.322, 11.070 False
251.898, 129.626, 8.322, 11.087 False
251.760, 129.623, 8.322, 11.104 False
251.621, 129.621, 8.322, 11.121 False
251.482, 129.618, 8.322, 11.138 False
251.343, 129.616, 8.323, 11.155 False
251.205, 129.613, 8.322, 11.172 False
251.066, 129.611, 8.323, 11.189 False
250.927, 129.608, 8.323, 11.206 False
250.789, 129.606, 8.323, 11.223 False
250.650, 129.604, 8.323, 11.240 False
250.511, 129.601, 8.323, 11.257 False
250.373, 129.599, 8.323, 11.274 False
250.234, 129.597, 8.323, 11.291 False
